,year,station_id,month,day,date,delta_stage_max,index,delta_test
1042,2013,3028,5,138,2013-05-18,,3028,
1043,1989,3029,5,132,1989-05-12,,3029,
1044,1989,3029,5,133,1989-05-13,,3029,
1045,1989,3029,5,134,1989-05-14,,3029,
1046,1989,3029,5,135,1989-05-15,,3029,
1047,1989,3029,5,136,1989-05-16,,3029,
1048,1989,3029,5,137,1989-05-17,,3029,
1049,1989,3029,5,138,1989-05-18,,3029,
1050,2003,3029,5,132,2003-05-12,,3029,
1051,2003,3029,5,133,2003-05-13,,3029,
1052,2003,3029,5,134,2003-05-14,,3029,
1053,2003,3029,5,135,2003-05-15,,3029,
1054,2003,3029,5,136,2003-05-16,,3029,
1055,2003,3029,5,137,2003-05-17,,3029,
1056,2003,3029,5,138,2003-05-18,,3029,
1057,2005,3029,5,132,2005-05-12,,3029,
1058,2005,3029,5,133,2005-05-13,,3029,
1059,2005,3029,5,134,2005-05-14,,3029,
1060,2005,3029,5,135,2005-05-15,,3029,
1061,2005,3029,5,136,2005-05-16,,3029,
1062,2005,3029,5,137,2005-05-17,,3029,
1063,2005,3029,5,138,2005-05-18,,3029,
1064,2013,3029,5,132,2013-05-12,,3029,
1065,2013,3029,5,133,2013-05-13,,3029,
1066,2013,3029,5,134,2013-05-14,,3029,
1067,2013,3029,5,135,2013-05-15,,3029,
1068,2013,3029,5,136,2013-05-16,,3029,
1069,2013,3029,5,137,2013-05-17,,3029,
1070,2013,3029,5,138,2013-05-18,,3029,
1071,1989,3030,5,132,1989-05-12,,3030,
1072,1989,3030,5,133,1989-05-13,,3030,
1073,1989,3030,5,134,1989-05-14,,3030,
1074,1989,3030,5,135,1989-05-15,,3030,
1075,1989,3030,5,136,1989-05-16,,3030,
1076,1989,3030,5,137,1989-05-17,,3030,
1077,1989,3030,5,138,1989-05-18,,3030,
1078,2003,3030,5,132,2003-05-12,,3030,
1079,2003,3030,5,133,2003-05-13,,3030,
1080,2003,3030,5,134,2003-05-14,,3030,
1081,2003,3030,5,135,2003-05-15,,3030,
1082,2003,3030,5,136,2003-05-16,,3030,
1083,2003,3030,5,137,2003-05-17,,3030,
1084,2003,3030,5,138,2003-05-18,,3030,
1085,2005,3030,5,132,2005-05-12,,3030,
1086,2005,3030,5,133,2005-05-13,,3030,
1087,2005,3030,5,134,2005-05-14,,3030,
1088,2005,3030,5,135,2005-05-15,,3030,
1089,2005,3030,5,136,2005-05-16,,3030,
1090,2005,3030,5,137,2005-05-17,,3030,
1091,2005,3030,5,138,2005-05-18,,3030,
1092,2013,3030,5,132,2013-05-12,,3030,
1093,2013,3030,5,133,2013-05-13,,3030,
1094,2013,3030,5,134,2013-05-14,,3030,
1095,2013,3030,5,135,2013-05-15,,3030,
1096,2013,3030,5,136,2013-05-16,,3030,
1097,2013,3030,5,137,2013-05-17,,3030,
1098,2013,3030,5,138,2013-05-18,,3030,
1099,1989,3035,5,132,1989-05-12,,3035,
1100,1989,3035,5,133,1989-05-13,,3035,
1101,1989,3035,5,134,1989-05-14,,3035,
1102,1989,3035,5,135,1989-05-15,,3035,
1103,1989,3035,5,136,1989-05-16,,3035,
1104,1989,3035,5,137,1989-05-17,,3035,
1105,1989,3035,5,138,1989-05-18,,3035,
1106,2003,3035,5,132,2003-05-12,,3035,
1107,2003,3035,5,133,2003-05-13,,3035,
1108,2003,3035,5,134,2003-05-14,,3035,
1109,2003,3035,5,135,2003-05-15,,3035,
1110,2003,3035,5,136,2003-05-16,,3035,
1111,2003,3035,5,137,2003-05-17,,3035,
1112,2003,3035,5,138,2003-05-18,,3035,
1113,2005,3035,5,132,2005-05-12,,3035,
1114,2005,3035,5,133,2005-05-13,,3035,
1115,2005,3035,5,134,2005-05-14,,3035,
1116,2005,3035,5,135,2005-05-15,,3035,
1117,2005,3035,5,136,2005-05-16,,3035,
1118,2005,3035,5,137,2005-05-17,,3035,
1119,2005,3035,5,138,2005-05-18,,3035,
1120,2013,3035,5,132,2013-05-12,,3035,
1121,2013,3035,5,133,2013-05-13,,3035,
1122,2013,3035,5,134,2013-05-14,,3035,
1123,2013,3035,5,135,2013-05-15,,3035,
1124,2013,3035,5,136,2013-05-16,,3035,
1125,2013,3035,5,137,2013-05-17,,3035,
1126,2013,3035,5,138,2013-05-18,,3035,
1127,1989,3041,5,132,1989-05-12,,3041,
1128,1989,3041,5,133,1989-05-13,,3041,
1129,1989,3041,5,134,1989-05-14,,3041,
1130,1989,3041,5,135,1989-05-15,,3041,
1131,1989,3041,5,136,1989-05-16,,3041,
1132,1989,3041,5,137,1989-05-17,,3041,
1133,1989,3041,5,138,1989-05-18,,3041,
1134,2003,3041,5,132,2003-05-12,,3041,
1135,2003,3041,5,133,2003-05-13,,3041,
1136,2003,3041,5,134,2003-05-14,,3041,
1137,2003,3041,5,135,2003-05-15,,3041,
1138,2003,3041,5,136,2003-05-16,,3041,
1139,2003,3041,5,137,2003-05-17,,3041,
1140,2003,3041,5,138,2003-05-18,,3041,
1141,2005,3041,5,132,2005-05-12,,3041,
1142,2005,3041,5,133,2005-05-13,,3041,
1143,2005,3041,5,134,2005-05-14,,3041,
1144,2005,3041,5,135,2005-05-15,,3041,
1145,2005,3041,5,136,2005-05-16,,3041,
1146,2005,3041,5,137,2005-05-17,,3041,
1147,2005,3041,5,138,2005-05-18,,3041,
1148,2013,3041,5,132,2013-05-12,,3041,
1149,2013,3041,5,133,2013-05-13,,3041,
1150,2013,3041,5,134,2013-05-14,,3041,
1151,2013,3041,5,135,2013-05-15,,3041,
1152,2013,3041,5,136,2013-05-16,,3041,
1153,2013,3041,5,137,2013-05-17,,3041,
1154,2013,3041,5,138,2013-05-18,,3041,
1155,1989,3045,5,132,1989-05-12,,3045,
1156,1989,3045,5,133,1989-05-13,,3045,
1157,1989,3045,5,134,1989-05-14,,3045,
1158,1989,3045,5,135,1989-05-15,,3045,
1159,1989,3045,5,136,1989-05-16,,3045,
1160,1989,3045,5,137,1989-05-17,,3045,
1161,1989,3045,5,138,1989-05-18,,3045,
1162,2003,3045,5,132,2003-05-12,,3045,
1163,2003,3045,5,133,2003-05-13,,3045,
1164,2003,3045,5,134,2003-05-14,,3045,
1165,2003,3045,5,135,2003-05-15,,3045,
1166,2003,3045,5,136,2003-05-16,,3045,
1167,2003,3045,5,137,2003-05-17,,3045,
1168,2003,3045,5,138,2003-05-18,,3045,
1169,2005,3045,5,132,2005-05-12,,3045,
1170,2005,3045,5,133,2005-05-13,,3045,
1171,2005,3045,5,134,2005-05-14,,3045,
1172,2005,3045,5,135,2005-05-15,,3045,
1173,2005,3045,5,136,2005-05-16,,3045,
1174,2005,3045,5,137,2005-05-17,,3045,
1175,2005,3045,5,138,2005-05-18,,3045,
1176,2013,3045,5,132,2013-05-12,,3045,
1177,2013,3045,5,133,2013-05-13,,3045,
1178,2013,3045,5,134,2013-05-14,,3045,
1179,2013,3045,5,135,2013-05-15,,3045,
1180,2013,3045,5,136,2013-05-16,,3045,
1181,2013,3045,5,137,2013-05-17,,3045,
1182,2013,3045,5,138,2013-05-18,,3045,
1183,1989,3050,5,132,1989-05-12,,3050,
1184,1989,3050,5,133,1989-05-13,,3050,
1185,1989,3050,5,134,1989-05-14,,3050,
1186,1989,3050,5,135,1989-05-15,,3050,
1187,1989,3050,5,136,1989-05-16,,3050,
1188,1989,3050,5,137,1989-05-17,,3050,
1189,1989,3050,5,138,1989-05-18,,3050,
1190,2003,3050,5,132,2003-05-12,,3050,
1191,2003,3050,5,133,2003-05-13,,3050,
1192,2003,3050,5,134,2003-05-14,,3050,
1193,2003,3050,5,135,2003-05-15,,3050,
1194,2003,3050,5,136,2003-05-16,,3050,
1195,2003,3050,5,137,2003-05-17,,3050,
1196,2003,3050,5,138,2003-05-18,,3050,
1197,2005,3050,5,132,2005-05-12,,3050,
1198,2005,3050,5,133,2005-05-13,,3050,
1199,2005,3050,5,134,2005-05-14,,3050,
1200,2005,3050,5,135,2005-05-15,,3050,
1201,2005,3050,5,136,2005-05-16,,3050,
1202,2005,3050,5,137,2005-05-17,,3050,
1203,2005,3050,5,138,2005-05-18,,3050,
1204,2013,3050,5,132,2013-05-12,,3050,
1205,2013,3050,5,133,2013-05-13,,3050,
1206,2013,3050,5,134,2013-05-14,,3050,
1207,2013,3050,5,135,2013-05-15,,3050,
1208,2013,3050,5,136,2013-05-16,,3050,
1209,2013,3050,5,137,2013-05-17,,3050,
1210,2013,3050,5,138,2013-05-18,,3050,
1211,1989,3230,5,132,1989-05-12,,3230,
1212,1989,3230,5,133,1989-05-13,,3230,
1213,1989,3230,5,134,1989-05-14,,3230,
1214,1989,3230,5,135,1989-05-15,,3230,
1215,1989,3230,5,136,1989-05-16,,3230,
1216,1989,3230,5,137,1989-05-17,,3230,
1217,1989,3230,5,138,1989-05-18,,3230,
1218,2003,3230,5,132,2003-05-12,,3230,
1219,2003,3230,5,133,2003-05-13,,3230,
1220,2003,3230,5,134,2003-05-14,,3230,
1221,2003,3230,5,135,2003-05-15,,3230,
1222,2003,3230,5,136,2003-05-16,,3230,
1223,2003,3230,5,137,2003-05-17,,3230,
1224,2003,3230,5,138,2003-05-18,,3230,
1225,2005,3230,5,132,2005-05-12,,3230,
1226,2005,3230,5,133,2005-05-13,,3230,
1227,2005,3230,5,134,2005-05-14,,3230,
1228,2005,3230,5,135,2005-05-15,,3230,
1229,2005,3230,5,136,2005-05-16,,3230,
1230,2005,3230,5,137,2005-05-17,,3230,
1231,2005,3230,5,138,2005-05-18,,3230,
1232,2013,3230,5,132,2013-05-12,,3230,
1233,2013,3230,5,133,2013-05-13,,3230,
1234,2013,3230,5,134,2013-05-14,,3230,
1235,2013,3230,5,135,2013-05-15,,3230,
1236,2013,3230,5,136,2013-05-16,,3230,
1237,2013,3230,5,137,2013-05-17,,3230,
1238,2013,3230,5,138,2013-05-18,,3230,
1239,1993,3019,5,125,1993-05-05,,3019,
1240,1993,3019,5,126,1993-05-06,,3019,
1241,1993,3019,5,127,1993-05-07,,3019,
1242,1993,3019,5,128,1993-05-08,,3019,
1243,1993,3019,5,129,1993-05-09,,3019,
1244,1993,3019,5,130,1993-05-10,,3019,
1245,1993,3019,5,131,1993-05-11,,3019,
1246,1997,3019,5,125,1997-05-05,,3019,
1247,1997,3019,5,126,1997-05-06,,3019,
1248,1997,3019,5,127,1997-05-07,,3019,
1249,1997,3019,5,128,1997-05-08,,3019,
1250,1997,3019,5,129,1997-05-09,,3019,
1251,1997,3019,5,130,1997-05-10,,3019,
1252,1997,3019,5,131,1997-05-11,,3019,
1253,2001,3019,5,125,2001-05-05,,3019,
1254,2001,3019,5,126,2001-05-06,,3019,
1255,2001,3019,5,127,2001-05-07,,3019,
1256,2001,3019,5,128,2001-05-08,,3019,
1257,2001,3019,5,129,2001-05-09,,3019,
1258,2001,3019,5,130,2001-05-10,,3019,
1259,2001,3019,5,131,2001-05-11,,3019,
1260,2012,3019,5,126,2012-05-05,,3019,
1261,2012,3019,5,127,2012-05-06,,3019,
1262,2012,3019,5,128,2012-05-07,,3019,
1263,2012,3019,5,129,2012-05-08,,3019,
1264,2012,3019,5,130,2012-05-09,,3019,
1265,2012,3019,5,131,2012-05-10,,3019,
1266,2012,3019,5,132,2012-05-11,,3019,
1267,1993,3027,5,125,1993-05-05,,3027,
1268,1993,3027,5,126,1993-05-06,,3027,
1269,1993,3027,5,127,1993-05-07,,3027,
1270,1993,3027,5,128,1993-05-08,,3027,
1271,1993,3027,5,129,1993-05-09,,3027,
1272,1993,3027,5,130,1993-05-10,,3027,
1273,1993,3027,5,131,1993-05-11,,3027,
1274,1997,3027,5,125,1997-05-05,,3027,
1275,1997,3027,5,126,1997-05-06,,3027,
1276,1997,3027,5,127,1997-05-07,,3027,
1277,1997,3027,5,128,1997-05-08,,3027,
1278,1997,3027,5,129,1997-05-09,,3027,
1279,1997,3027,5,130,1997-05-10,,3027,
1280,1997,3027,5,131,1997-05-11,,3027,
1281,2001,3027,5,125,2001-05-05,,3027,
1282,2001,3027,5,126,2001-05-06,,3027,
1283,2001,3027,5,127,2001-05-07,,3027,
1284,2001,3027,5,128,2001-05-08,,3027,
1285,2001,3027,5,129,2001-05-09,,3027,
1286,2001,3027,5,130,2001-05-10,,3027,
1287,2001,3027,5,131,2001-05-11,,3027,
1288,2004,3027,5,126,2004-05-05,,3027,
1289,2004,3027,5,127,2004-05-06,,3027,
1290,2004,3027,5,128,2004-05-07,,3027,
1291,2004,3027,5,129,2004-05-08,,3027,
1292,2004,3027,5,130,2004-05-09,,3027,
1293,2004,3027,5,131,2004-05-10,,3027,
1294,2004,3027,5,132,2004-05-11,,3027,
1295,2012,3027,5,126,2012-05-05,,3027,
1296,2012,3027,5,127,2012-05-06,,3027,
1297,2012,3027,5,128,2012-05-07,,3027,
1298,2012,3027,5,129,2012-05-08,,3027,
1299,2012,3027,5,130,2012-05-09,,3027,
1300,2012,3027,5,131,2012-05-10,,3027,
1301,2012,3027,5,132,2012-05-11,,3027,
1302,1993,3028,5,125,1993-05-05,,3028,
1303,1993,3028,5,126,1993-05-06,,3028,
1304,1993,3028,5,127,1993-05-07,,3028,
1305,1993,3028,5,128,1993-05-08,,3028,
1306,1993,3028,5,129,1993-05-09,,3028,
1307,1993,3028,5,130,1993-05-10,,3028,
1308,1993,3028,5,131,1993-05-11,,3028,
1309,1997,3028,5,125,1997-05-05,,3028,
1310,1997,3028,5,126,1997-05-06,,3028,
1311,1997,3028,5,127,1997-05-07,,3028,
1312,1997,3028,5,128,1997-05-08,,3028,
1313,1997,3028,5,129,1997-05-09,,3028,
1314,1997,3028,5,130,1997-05-10,,3028,
1315,1997,3028,5,131,1997-05-11,,3028,
1316,2001,3028,5,125,2001-05-05,,3028,
1317,2001,3028,5,126,2001-05-06,,3028,
1318,2001,3028,5,127,2001-05-07,,3028,
1319,2001,3028,5,128,2001-05-08,,3028,
1320,2001,3028,5,129,2001-05-09,,3028,
1321,2001,3028,5,130,2001-05-10,,3028,
1322,2001,3028,5,131,2001-05-11,,3028,
1323,2004,3028,5,126,2004-05-05,,3028,
1324,2004,3028,5,127,2004-05-06,,3028,
1325,2004,3028,5,128,2004-05-07,,3028,
1326,2004,3028,5,129,2004-05-08,,3028,
1327,2004,3028,5,130,2004-05-09,,3028,
1328,2004,3028,5,131,2004-05-10,,3028,
1329,2004,3028,5,132,2004-05-11,,3028,
1330,2012,3028,5,126,2012-05-05,,3028,
1331,2012,3028,5,127,2012-05-06,,3028,
1332,2012,3028,5,128,2012-05-07,,3028,
1333,2012,3028,5,129,2012-05-08,,3028,
1334,2012,3028,5,130,2012-05-09,,3028,
1335,2012,3028,5,131,2012-05-10,,3028,
1336,2012,3028,5,132,2012-05-11,,3028,
1337,1993,3029,5,125,1993-05-05,,3029,
1338,1993,3029,5,126,1993-05-06,,3029,
1339,1993,3029,5,127,1993-05-07,,3029,
1340,1993,3029,5,128,1993-05-08,,3029,
1341,1993,3029,5,129,1993-05-09,,3029,
1342,1993,3029,5,130,1993-05-10,,3029,
1343,1993,3029,5,131,1993-05-11,,3029,
1344,1997,3029,5,125,1997-05-05,,3029,
1345,1997,3029,5,126,1997-05-06,,3029,
1346,1997,3029,5,127,1997-05-07,,3029,
1347,1997,3029,5,128,1997-05-08,,3029,
1348,1997,3029,5,129,1997-05-09,,3029,
1349,1997,3029,5,130,1997-05-10,,3029,
1350,1997,3029,5,131,1997-05-11,,3029,
1351,2001,3029,5,125,2001-05-05,,3029,
1352,2001,3029,5,126,2001-05-06,,3029,
1353,2001,3029,5,127,2001-05-07,,3029,
1354,2001,3029,5,128,2001-05-08,,3029,
1355,2001,3029,5,129,2001-05-09,,3029,
1356,2001,3029,5,130,2001-05-10,,3029,
1357,2001,3029,5,131,2001-05-11,,3029,
1358,2004,3029,5,126,2004-05-05,,3029,
1359,2004,3029,5,127,2004-05-06,,3029,
1360,2004,3029,5,128,2004-05-07,,3029,
1361,2004,3029,5,129,2004-05-08,,3029,
1362,2004,3029,5,130,2004-05-09,,3029,
1363,2004,3029,5,131,2004-05-10,,3029,
1364,2004,3029,5,132,2004-05-11,,3029,
1365,2012,3029,5,126,2012-05-05,,3029,
1366,2012,3029,5,127,2012-05-06,,3029,
1367,2012,3029,5,128,2012-05-07,,3029,
1368,2012,3029,5,129,2012-05-08,,3029,
1369,2012,3029,5,130,2012-05-09,,3029,
1370,2012,3029,5,131,2012-05-10,,3029,
1371,2012,3029,5,132,2012-05-11,,3029,
1372,1993,3030,5,125,1993-05-05,,3030,
1373,1993,3030,5,126,1993-05-06,,3030,
1374,1993,3030,5,127,1993-05-07,,3030,
1375,1993,3030,5,128,1993-05-08,,3030,
1376,1993,3030,5,129,1993-05-09,,3030,
1377,1993,3030,5,130,1993-05-10,,3030,
1378,1993,3030,5,131,1993-05-11,,3030,
1379,1997,3030,5,125,1997-05-05,,3030,
1380,1997,3030,5,126,1997-05-06,,3030,
1381,1997,3030,5,127,1997-05-07,,3030,
1382,1997,3030,5,128,1997-05-08,,3030,
1383,1997,3030,5,129,1997-05-09,,3030,
1384,1997,3030,5,130,1997-05-10,,3030,
1385,1997,3030,5,131,1997-05-11,,3030,
1386,2001,3030,5,125,2001-05-05,,3030,
1387,2001,3030,5,126,2001-05-06,,3030,
1388,2001,3030,5,127,2001-05-07,,3030,
1389,2001,3030,5,128,2001-05-08,,3030,
1390,2001,3030,5,129,2001-05-09,,3030,
1391,2001,3030,5,130,2001-05-10,,3030,
1392,2001,3030,5,131,2001-05-11,,3030,
1393,2004,3030,5,126,2004-05-05,,3030,
1394,2004,3030,5,127,2004-05-06,,3030,
1395,2004,3030,5,128,2004-05-07,,3030,
1396,2004,3030,5,129,2004-05-08,,3030,
1397,2004,3030,5,130,2004-05-09,,3030,
1398,2004,3030,5,131,2004-05-10,,3030,
1399,2004,3030,5,132,2004-05-11,,3030,
1400,2012,3030,5,126,2012-05-05,,3030,
1401,2012,3030,5,127,2012-05-06,,3030,
1402,2012,3030,5,128,2012-05-07,,3030,
1403,2012,3030,5,129,2012-05-08,,3030,
1404,2012,3030,5,130,2012-05-09,,3030,
1405,2012,3030,5,131,2012-05-10,,3030,
1406,2012,3030,5,132,2012-05-11,,3030,
1407,1993,3035,5,125,1993-05-05,,3035,
1408,1993,3035,5,126,1993-05-06,,3035,
1409,1993,3035,5,127,1993-05-07,,3035,
1410,1993,3035,5,128,1993-05-08,,3035,
1411,1993,3035,5,129,1993-05-09,,3035,
1412,1993,3035,5,130,1993-05-10,,3035,
1413,1993,3035,5,131,1993-05-11,,3035,
1414,1997,3035,5,125,1997-05-05,,3035,
1415,1997,3035,5,126,1997-05-06,,3035,
1416,1997,3035,5,127,1997-05-07,,3035,
1417,1997,3035,5,128,1997-05-08,,3035,
1418,1997,3035,5,129,1997-05-09,,3035,
1419,1997,3035,5,130,1997-05-10,,3035,
1420,1997,3035,5,131,1997-05-11,,3035,
1421,2001,3035,5,125,2001-05-05,,3035,
1422,2001,3035,5,126,2001-05-06,,3035,
1423,2001,3035,5,127,2001-05-07,,3035,
1424,2001,3035,5,128,2001-05-08,,3035,
1425,2001,3035,5,129,2001-05-09,,3035,
1426,2001,3035,5,130,2001-05-10,,3035,
1427,2001,3035,5,131,2001-05-11,,3035,
1428,2004,3035,5,126,2004-05-05,,3035,
1429,2004,3035,5,127,2004-05-06,,3035,
1430,2004,3035,5,128,2004-05-07,,3035,
1431,2004,3035,5,129,2004-05-08,,3035,
1432,2004,3035,5,130,2004-05-09,,3035,
1433,2004,3035,5,131,2004-05-10,,3035,
1434,2004,3035,5,132,2004-05-11,,3035,
1435,2012,3035,5,126,2012-05-05,,3035,
1436,2012,3035,5,127,2012-05-06,,3035,
1437,2012,3035,5,128,2012-05-07,,3035,
1438,2012,3035,5,129,2012-05-08,,3035,
1439,2012,3035,5,130,2012-05-09,,3035,
1440,2012,3035,5,131,2012-05-10,,3035,
1441,2012,3035,5,132,2012-05-11,,3035,
1442,1993,3041,5,125,1993-05-05,,3041,
1443,1993,3041,5,126,1993-05-06,,3041,
1444,1993,3041,5,127,1993-05-07,,3041,
1445,1993,3041,5,128,1993-05-08,,3041,
1446,1993,3041,5,129,1993-05-09,,3041,
1447,1993,3041,5,130,1993-05-10,,3041,
1448,1993,3041,5,131,1993-05-11,,3041,
1449,1997,3041,5,125,1997-05-05,,3041,
1450,1997,3041,5,126,1997-05-06,,3041,
1451,1997,3041,5,127,1997-05-07,,3041,
1452,1997,3041,5,128,1997-05-08,,3041,
1453,1997,3041,5,129,1997-05-09,,3041,
1454,1997,3041,5,130,1997-05-10,,3041,
1455,1997,3041,5,131,1997-05-11,,3041,
1456,2001,3041,5,125,2001-05-05,,3041,
1457,2001,3041,5,126,2001-05-06,,3041,
1458,2001,3041,5,127,2001-05-07,,3041,
1459,2001,3041,5,128,2001-05-08,,3041,
1460,2001,3041,5,129,2001-05-09,,3041,
1461,2001,3041,5,130,2001-05-10,,3041,
1462,2001,3041,5,131,2001-05-11,,3041,
1463,2004,3041,5,126,2004-05-05,,3041,
1464,2004,3041,5,127,2004-05-06,,3041,
1465,2004,3041,5,128,2004-05-07,,3041,
1466,2004,3041,5,129,2004-05-08,,3041,
1467,2004,3041,5,130,2004-05-09,,3041,
1468,2004,3041,5,131,2004-05-10,,3041,
1469,2004,3041,5,132,2004-05-11,,3041,
1470,2012,3041,5,126,2012-05-05,,3041,
1471,2012,3041,5,127,2012-05-06,,3041,
1472,2012,3041,5,128,2012-05-07,,3041,
1473,2012,3041,5,129,2012-05-08,,3041,
1474,2012,3041,5,130,2012-05-09,,3041,
1475,2012,3041,5,131,2012-05-10,,3041,
1476,2012,3041,5,132,2012-05-11,,3041,
1477,1993,3045,5,125,1993-05-05,,3045,
1478,1993,3045,5,126,1993-05-06,,3045,
1479,1993,3045,5,127,1993-05-07,,3045,
1480,1993,3045,5,128,1993-05-08,,3045,
1481,1993,3045,5,129,1993-05-09,,3045,
1482,1993,3045,5,130,1993-05-10,,3045,
1483,1993,3045,5,131,1993-05-11,,3045,
1484,1997,3045,5,125,1997-05-05,,3045,
1485,1997,3045,5,126,1997-05-06,,3045,
1486,1997,3045,5,127,1997-05-07,,3045,
1487,1997,3045,5,128,1997-05-08,,3045,
1488,1997,3045,5,129,1997-05-09,,3045,
1489,1997,3045,5,130,1997-05-10,,3045,
1490,1997,3045,5,131,1997-05-11,,3045,
1491,2001,3045,5,125,2001-05-05,,3045,
1492,2001,3045,5,126,2001-05-06,,3045,
1493,2001,3045,5,127,2001-05-07,,3045,
1494,2001,3045,5,128,2001-05-08,,3045,
1495,2001,3045,5,129,2001-05-09,,3045,
1496,2001,3045,5,130,2001-05-10,,3045,
1497,2001,3045,5,131,2001-05-11,,3045,
1498,2004,3045,5,126,2004-05-05,,3045,
1499,2004,3045,5,127,2004-05-06,,3045,
1500,2004,3045,5,128,2004-05-07,,3045,
1501,2004,3045,5,129,2004-05-08,,3045,
1502,2004,3045,5,130,2004-05-09,,3045,
1503,2004,3045,5,131,2004-05-10,,3045,
1504,2004,3045,5,132,2004-05-11,,3045,
1505,2012,3045,5,126,2012-05-05,,3045,
1506,2012,3045,5,127,2012-05-06,,3045,
1507,2012,3045,5,128,2012-05-07,,3045,
1508,2012,3045,5,129,2012-05-08,,3045,
1509,2012,3045,5,130,2012-05-09,,3045,
1510,2012,3045,5,131,2012-05-10,,3045,
1511,2012,3045,5,132,2012-05-11,,3045,
1512,1993,3050,5,125,1993-05-05,,3050,
1513,1993,3050,5,126,1993-05-06,,3050,
1514,1993,3050,5,127,1993-05-07,,3050,
1515,1993,3050,5,128,1993-05-08,,3050,
1516,1993,3050,5,129,1993-05-09,,3050,
1517,1993,3050,5,130,1993-05-10,,3050,
1518,1993,3050,5,131,1993-05-11,,3050,
1519,1997,3050,5,125,1997-05-05,,3050,
1520,1997,3050,5,126,1997-05-06,,3050,
1521,1997,3050,5,127,1997-05-07,,3050,
1522,1997,3050,5,128,1997-05-08,,3050,
1523,1997,3050,5,129,1997-05-09,,3050,
1524,1997,3050,5,130,1997-05-10,,3050,
1525,1997,3050,5,131,1997-05-11,,3050,
1526,2001,3050,5,125,2001-05-05,,3050,
1527,2001,3050,5,126,2001-05-06,,3050,
1528,2001,3050,5,127,2001-05-07,,3050,
1529,2001,3050,5,128,2001-05-08,,3050,
1530,2001,3050,5,129,2001-05-09,,3050,
1531,2001,3050,5,130,2001-05-10,,3050,
1532,2001,3050,5,131,2001-05-11,,3050,
1533,2004,3050,5,126,2004-05-05,,3050,
1534,2004,3050,5,127,2004-05-06,,3050,
1535,2004,3050,5,128,2004-05-07,,3050,
1536,2004,3050,5,129,2004-05-08,,3050,
1537,2004,3050,5,130,2004-05-09,,3050,
1538,2004,3050,5,131,2004-05-10,,3050,
1539,2004,3050,5,132,2004-05-11,,3050,
1540,2012,3050,5,126,2012-05-05,,3050,
1541,2012,3050,5,127,2012-05-06,,3050,
1542,2012,3050,5,128,2012-05-07,,3050,
1543,2012,3050,5,129,2012-05-08,,3050,
1544,2012,3050,5,130,2012-05-09,,3050,
1545,2012,3050,5,131,2012-05-10,,3050,
1546,2012,3050,5,132,2012-05-11,,3050,
1547,1993,3230,5,125,1993-05-05,,3230,
1548,1993,3230,5,126,1993-05-06,,3230,
1549,1993,3230,5,127,1993-05-07,,3230,
1550,1993,3230,5,128,1993-05-08,,3230,
1551,1993,3230,5,129,1993-05-09,,3230,
1552,1993,3230,5,130,1993-05-10,,3230,
1553,1993,3230,5,131,1993-05-11,,3230,
1554,1997,3230,5,125,1997-05-05,,3230,
1555,1997,3230,5,126,1997-05-06,,3230,
1556,1997,3230,5,127,1997-05-07,,3230,
1557,1997,3230,5,128,1997-05-08,,3230,
1558,1997,3230,5,129,1997-05-09,,3230,
1559,1997,3230,5,130,1997-05-10,,3230,
1560,1997,3230,5,131,1997-05-11,,3230,
1561,2001,3230,5,125,2001-05-05,,3230,
1562,2001,3230,5,126,2001-05-06,,3230,
1563,2001,3230,5,127,2001-05-07,,3230,
1564,2001,3230,5,128,2001-05-08,,3230,
1565,2001,3230,5,129,2001-05-09,,3230,
1566,2001,3230,5,130,2001-05-10,,3230,
1567,2001,3230,5,131,2001-05-11,,3230,
1568,2004,3230,5,126,2004-05-05,,3230,
1569,2004,3230,5,127,2004-05-06,,3230,
1570,2004,3230,5,128,2004-05-07,,3230,
1571,2004,3230,5,129,2004-05-08,,3230,
1572,2004,3230,5,130,2004-05-09,,3230,
1573,2004,3230,5,131,2004-05-10,,3230,
1574,2004,3230,5,132,2004-05-11,,3230,
1575,2012,3230,5,126,2012-05-05,,3230,
1576,2012,3230,5,127,2012-05-06,,3230,
1577,2012,3230,5,128,2012-05-07,,3230,
1578,2012,3230,5,129,2012-05-08,,3230,
1579,2012,3230,5,130,2012-05-09,,3230,
1580,2012,3230,5,131,2012-05-10,,3230,
1581,2012,3230,5,132,2012-05-11,,3230,
1582,1989,3019,5,132,1989-05-12,,3019,
1583,1989,3019,5,133,1989-05-13,,3019,
1584,1989,3019,5,134,1989-05-14,,3019,
1585,1989,3019,5,135,1989-05-15,,3019,
1586,1989,3019,5,136,1989-05-16,,3019,
1587,1989,3019,5,137,1989-05-17,,3019,
1588,1989,3019,5,138,1989-05-18,,3019,
1589,2003,3019,5,132,2003-05-12,,3019,
1590,2003,3019,5,133,2003-05-13,,3019,
1591,2003,3019,5,134,2003-05-14,,3019,
1592,2003,3019,5,135,2003-05-15,,3019,
1593,2003,3019,5,136,2003-05-16,,3019,
1594,2003,3019,5,137,2003-05-17,,3019,
1595,2003,3019,5,138,2003-05-18,,3019,
1596,2005,3019,5,132,2005-05-12,,3019,
1597,2005,3019,5,133,2005-05-13,,3019,
1598,2005,3019,5,134,2005-05-14,,3019,
1599,2005,3019,5,135,2005-05-15,,3019,
